sku,country,unit,seller,min_price,min_price_date,max_price,max_price_date,current_price,current_price_date,average_price
B01JP3M6O0,Germany,€,amazon,7.99,2023-11-24 00:00:00,34.2,2016-11-11 00:00:00,15.99,2023-11-30 00:00:00,18.48
B01JP3M6O0,Germany,€,new,10.4,2019-10-20 00:00:00,34.08,2017-05-30 00:00:00,,,17.33
B01JP3M6O0,Germany,€,used,7.51,2023-10-18 00:00:00,21.57,2017-01-18 00:00:00,,,13.83
B01KHILJ5O,Germany,€,amazon,11.99,2022-04-01 00:00:00,28.62,2017-03-13 00:00:00,19.93,2024-01-19 00:00:00,20.28
B01KHILJ5O,Germany,€,new,12.0,2018-09-29 00:00:00,29.91,2022-12-31 00:00:00,,,19.46
B01KHILJ5O,Germany,€,used,7.99,2017-04-07 00:00:00,26.22,2017-02-28 00:00:00,19.28,2024-01-18 00:00:00,17.95
B01KHIM7OG,Germany,€,amazon,9.99,2019-09-14 00:00:00,28.1,2017-10-05 00:00:00,17.32,2024-01-18 00:00:00,17.01
B01KHIM7OG,Germany,€,new,6.87,2022-09-26 00:00:00,32.72,2021-12-05 00:00:00,,,16.34
B01KHIM7OG,Germany,€,used,9.29,2019-09-14 00:00:00,21.37,2017-02-24 00:00:00,15.72,2024-01-16 00:00:00,14.78
B01N1UX8RW,Germany,€,amazon,19.99,2023-08-29 00:00:00,47.53,2020-12-02 00:00:00,19.99,2024-01-16 00:00:00,28.91
B01N1UX8RW,Germany,€,new,19.99,2023-11-06 00:00:00,59.99,2020-06-11 00:00:00,,,30.14
B01N1UX8RW,Germany,€,used,18.39,2023-08-29 00:00:00,36.25,2019-02-28 00:00:00,18.79,2024-01-16 00:00:00,21.84
B071CP6X88,Germany,€,amazon,25.34,2020-03-11 00:00:00,45.3,2018-04-19 00:00:00,,,32.63
B071CP6X88,Germany,€,new,14.23,2018-04-28 00:00:00,146.87,2018-03-11 00:00:00,22.37,2024-01-19 00:00:00,28.34
B071CP6X88,Germany,€,used,18.2,2019-06-15 00:00:00,28.96,2018-10-10 00:00:00,,,21.77
B073PD6YRQ,Germany,€,amazon,19.99,2022-11-30 00:00:00,41.65,2020-03-22 00:00:00,25.9,2024-01-13 00:00:00,26.86
B073PD6YRQ,Germany,€,new,24.0,2023-01-03 00:00:00,94.56,2018-08-25 00:00:00,,,32.88
B073PD6YRQ,Germany,€,used,19.39,2022-12-01 00:00:00,34.29,2019-11-25 00:00:00,,,26.49
B073YQ5KSX,Germany,€,amazon,16.16,2018-05-23 00:00:00,17.33,2018-05-14 00:00:00,,,16.77
B073YQ5KSX,Germany,€,new,12.57,2017-09-22 00:00:00,13.95,2018-09-11 00:00:00,13.95,2018-09-11 00:00:00,13.15
B073YQ5KSX,Germany,€,used,11.2,2019-07-14 00:00:00,13.67,2019-04-28 00:00:00,,,12.42
B073ZG6J9N,Germany,€,amazon,22.0,2019-01-25 00:00:00,49.99,2017-09-13 00:00:00,31.99,2024-01-02 00:00:00,33.22
B073ZG6J9N,Germany,€,new,10.95,2021-08-13 00:00:00,72.83,2017-10-19 00:00:00,,,32.28
B073ZG6J9N,Germany,€,used,16.08,2019-08-18 00:00:00,41.74,2017-09-24 00:00:00,27.75,2024-01-19 00:00:00,30.17
B075FC8ZJ3,Germany,€,amazon,22.99,2021-11-19 00:00:00,49.96,2018-03-15 00:00:00,37.99,2023-12-30 00:00:00,34.47
B075FC8ZJ3,Germany,€,new,19.89,2019-06-06 00:00:00,53.56,2022-10-24 00:00:00,,,34.89
B075FC8ZJ3,Germany,€,used,18.38,2022-08-09 00:00:00,43.93,2023-12-09 00:00:00,35.71,2024-01-19 00:00:00,32.63
B079RRVLGQ,Germany,€,amazon,17.99,2020-02-07 00:00:00,32.15,2023-08-02 00:00:00,27.98,2023-12-03 00:00:00,25.06
B079RRVLGQ,Germany,€,new,15.2,2023-03-31 00:00:00,33.05,2023-04-12 00:00:00,,,29.49
B079RRVLGQ,Germany,€,used,15.05,2023-04-01 00:00:00,41.79,2023-01-16 00:00:00,27.37,2024-01-18 00:00:00,27.44
B07DGMWKK9,Germany,€,amazon,14.39,2022-06-17 00:00:00,34.99,2018-07-22 00:00:00,,,18.14
B07DGMWKK9,Germany,€,new,9.87,2021-12-18 00:00:00,37.05,2023-10-25 00:00:00,32.99,2023-11-17 00:00:00,29.51
B07DGMWKK9,Germany,€,used,13.35,2022-04-07 00:00:00,51.18,2022-10-31 00:00:00,,,19.75
B07GS6ZS8J,Germany,€,amazon,29.99,2022-07-30 00:00:00,89.99,2018-10-05 00:00:00,47.99,2024-01-18 00:00:00,44.94
B07GS6ZS8J,Germany,€,new,38.49,2021-09-01 00:00:00,92.66,2019-07-19 00:00:00,,,58.24
B07GS6ZS8J,Germany,€,used,24.98,2022-05-17 00:00:00,83.69,2018-11-18 00:00:00,43.23,2024-01-17 00:00:00,39.94
B07GTWD7Z7,Germany,€,amazon,16.66,2019-12-12 00:00:00,34.11,2020-08-17 00:00:00,23.82,2024-01-17 00:00:00,23.33
B07GTWD7Z7,Germany,€,new,8.24,2019-08-17 00:00:00,78.0,2020-05-27 00:00:00,,,26.94
B07GTWD7Z7,Germany,€,used,15.49,2019-12-12 00:00:00,30.91,2020-07-26 00:00:00,,,19.87
B07L9WLKZQ,Germany,€,amazon,10.99,2022-08-10 00:00:00,23.98,2022-08-24 00:00:00,,,15.31
B07L9WLKZQ,Germany,€,new,7.64,2021-08-23 00:00:00,14.99,2022-05-21 00:00:00,10.99,2024-01-12 00:00:00,10.36
B07L9WLKZQ,Germany,€,used,7.43,2020-02-12 00:00:00,13.71,2020-06-16 00:00:00,9.98,2024-01-17 00:00:00,9.4
B07MVPRSHZ,Germany,€,amazon,133.99,2020-03-18 00:00:00,290.94,2023-06-04 00:00:00,203.37,2024-01-19 00:00:00,203.85
B07MVPRSHZ,Germany,€,new,151.17,2019-08-29 00:00:00,318.94,2020-12-08 00:00:00,,,230.55
B07MVPRSHZ,Germany,€,used,99.99,2023-10-20 00:00:00,221.37,2021-02-19 00:00:00,154.39,2024-01-11 00:00:00,169.57
